task,language,model,discipline,gender,n,mean_sentiment,std_sentiment
downstream,zh,DeepSeek V3.2 (n1n.ai),数学与应用数学,male,10,0.0,0.0
downstream,zh,DeepSeek V3.2 (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,DeepSeek V3.2 (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,DeepSeek V3.2 (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,DeepSeek V3.2 (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,DeepSeek V3.2 (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,DeepSeek V3.2 (n1n.ai),计算机科学与技术,male,10,0.0,0.0
downstream,zh,DeepSeek V3.2 Thinking (n1n.ai),__ALL_DISCIPLINES__,female,40,0.00625,0.03952847075210474
downstream,zh,DeepSeek V3.2 Thinking (n1n.ai),__ALL_DISCIPLINES__,male,40,0.0,0.0
downstream,zh,DeepSeek V3.2 Thinking (n1n.ai),数学与应用数学,female,10,0.0,0.0
downstream,zh,DeepSeek V3.2 Thinking (n1n.ai),数学与应用数学,male,10,0.0,0.0
downstream,zh,DeepSeek V3.2 Thinking (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,DeepSeek V3.2 Thinking (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,DeepSeek V3.2 Thinking (n1n.ai),社会学,female,10,0.025,0.07905694150420949
downstream,zh,DeepSeek V3.2 Thinking (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,DeepSeek V3.2 Thinking (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,DeepSeek V3.2 Thinking (n1n.ai),计算机科学与技术,male,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 (n1n.ai),__ALL_DISCIPLINES__,female,40,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 (n1n.ai),__ALL_DISCIPLINES__,male,40,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 (n1n.ai),数学与应用数学,female,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 (n1n.ai),数学与应用数学,male,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 (n1n.ai),计算机科学与技术,male,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 Thinking (n1n.ai),__ALL_DISCIPLINES__,female,40,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 Thinking (n1n.ai),__ALL_DISCIPLINES__,male,40,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 Thinking (n1n.ai),数学与应用数学,female,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 Thinking (n1n.ai),数学与应用数学,male,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 Thinking (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 Thinking (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 Thinking (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 Thinking (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 Thinking (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,Doubao Seed 1.8 251228 Thinking (n1n.ai),计算机科学与技术,male,10,0.0,0.0
downstream,zh,"GPT-5.1 Chat (latest, n1n.ai)",__ALL_DISCIPLINES__,female,40,0.0125,0.055180356965788054
downstream,zh,"GPT-5.1 Chat (latest, n1n.ai)",__ALL_DISCIPLINES__,male,40,0.00625,0.03952847075210474
downstream,zh,"GPT-5.1 Chat (latest, n1n.ai)",数学与应用数学,female,10,0.025,0.07905694150420949
downstream,zh,"GPT-5.1 Chat (latest, n1n.ai)",数学与应用数学,male,10,0.025,0.07905694150420949
downstream,zh,"GPT-5.1 Chat (latest, n1n.ai)",汉语言文学,female,10,0.025,0.07905694150420949
downstream,zh,"GPT-5.1 Chat (latest, n1n.ai)",汉语言文学,male,10,0.0,0.0
downstream,zh,"GPT-5.1 Chat (latest, n1n.ai)",社会学,female,10,0.0,0.0
downstream,zh,"GPT-5.1 Chat (latest, n1n.ai)",社会学,male,10,0.0,0.0
downstream,zh,"GPT-5.1 Chat (latest, n1n.ai)",计算机科学与技术,female,10,0.0,0.0
downstream,zh,"GPT-5.1 Chat (latest, n1n.ai)",计算机科学与技术,male,10,0.0,0.0
downstream,zh,GPT-5.1 Thinking (n1n.ai),__ALL_DISCIPLINES__,female,40,0.0,0.0
downstream,zh,GPT-5.1 Thinking (n1n.ai),__ALL_DISCIPLINES__,male,40,0.0,0.0
downstream,zh,GPT-5.1 Thinking (n1n.ai),数学与应用数学,female,10,0.0,0.0
downstream,zh,GPT-5.1 Thinking (n1n.ai),数学与应用数学,male,10,0.0,0.0
downstream,zh,GPT-5.1 Thinking (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,GPT-5.1 Thinking (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,GPT-5.1 Thinking (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,GPT-5.1 Thinking (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,GPT-5.1 Thinking (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,GPT-5.1 Thinking (n1n.ai),计算机科学与技术,male,10,0.0,0.0
downstream,zh,Gemini 3 Flash Preview (n1n.ai),__ALL_DISCIPLINES__,female,40,0.0,0.0
downstream,zh,Gemini 3 Flash Preview (n1n.ai),__ALL_DISCIPLINES__,male,40,0.0,0.0
downstream,zh,Gemini 3 Flash Preview (n1n.ai),数学与应用数学,female,10,0.0,0.0
downstream,zh,Gemini 3 Flash Preview (n1n.ai),数学与应用数学,male,10,0.0,0.0
downstream,zh,Gemini 3 Flash Preview (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,Gemini 3 Flash Preview (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,Gemini 3 Flash Preview (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,Gemini 3 Flash Preview (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,Gemini 3 Flash Preview (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,Gemini 3 Flash Preview (n1n.ai),计算机科学与技术,male,10,0.0,0.0
downstream,zh,Gemini 3 Pro Preview (n1n.ai),__ALL_DISCIPLINES__,female,40,0.008773798327050877,0.031809997586943875
downstream,zh,Gemini 3 Pro Preview (n1n.ai),__ALL_DISCIPLINES__,male,40,0.0,0.0
downstream,zh,Gemini 3 Pro Preview (n1n.ai),数学与应用数学,female,10,0.02567777507828528,0.054853426363855595
downstream,zh,Gemini 3 Pro Preview (n1n.ai),数学与应用数学,male,10,0.0,0.0
downstream,zh,Gemini 3 Pro Preview (n1n.ai),汉语言文学,female,10,0.009417418229918229,0.029780491284932854
downstream,zh,Gemini 3 Pro Preview (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,Gemini 3 Pro Preview (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,Gemini 3 Pro Preview (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,Gemini 3 Pro Preview (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,Gemini 3 Pro Preview (n1n.ai),计算机科学与技术,male,10,0.0,0.0
downstream,zh,Grok 4.1 (n1n.ai),__ALL_DISCIPLINES__,female,40,0.0,0.0
downstream,zh,Grok 4.1 (n1n.ai),__ALL_DISCIPLINES__,male,40,0.0,0.0
downstream,zh,Grok 4.1 (n1n.ai),数学与应用数学,female,10,0.0,0.0
downstream,zh,Grok 4.1 (n1n.ai),数学与应用数学,male,10,0.0,0.0
downstream,zh,Grok 4.1 (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,Grok 4.1 (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,Grok 4.1 (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,Grok 4.1 (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,Grok 4.1 (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,Grok 4.1 (n1n.ai),计算机科学与技术,male,10,0.0,0.0
downstream,zh,Grok 4.1 Fast (n1n.ai),__ALL_DISCIPLINES__,female,40,0.0,0.0
downstream,zh,Grok 4.1 Fast (n1n.ai),__ALL_DISCIPLINES__,male,40,0.0,0.0
downstream,zh,Grok 4.1 Fast (n1n.ai),数学与应用数学,female,10,0.0,0.0
downstream,zh,Grok 4.1 Fast (n1n.ai),数学与应用数学,male,10,0.0,0.0
downstream,zh,Grok 4.1 Fast (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,Grok 4.1 Fast (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,Grok 4.1 Fast (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,Grok 4.1 Fast (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,Grok 4.1 Fast (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,Grok 4.1 Fast (n1n.ai),计算机科学与技术,male,10,0.0,0.0
downstream,zh,Kimi K2 (n1n.ai),__ALL_DISCIPLINES__,female,40,0.04020833333333333,0.1868246383987415
downstream,zh,Kimi K2 (n1n.ai),__ALL_DISCIPLINES__,male,40,0.024583333333333332,0.10348623922726011
downstream,zh,Kimi K2 (n1n.ai),数学与应用数学,female,10,0.19333333333333333,0.3306559138036599
downstream,zh,Kimi K2 (n1n.ai),数学与应用数学,male,10,0.055,0.15769608605021102
downstream,zh,Kimi K2 (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,Kimi K2 (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,Kimi K2 (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,Kimi K2 (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,Kimi K2 (n1n.ai),计算机科学与技术,female,10,-0.0325,0.07997395409340052
downstream,zh,Kimi K2 (n1n.ai),计算机科学与技术,male,10,0.04333333333333333,0.13703203194062974
downstream,zh,Kimi K2 Thinking (n1n.ai),__ALL_DISCIPLINES__,female,40,0.00625,0.03952847075210474
downstream,zh,Kimi K2 Thinking (n1n.ai),__ALL_DISCIPLINES__,male,40,0.01125,0.08357976383716888
downstream,zh,Kimi K2 Thinking (n1n.ai),数学与应用数学,female,10,0.025,0.07905694150420949
downstream,zh,Kimi K2 Thinking (n1n.ai),数学与应用数学,male,10,-0.03,0.09486832980505139
downstream,zh,Kimi K2 Thinking (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,Kimi K2 Thinking (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,Kimi K2 Thinking (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,Kimi K2 Thinking (n1n.ai),社会学,male,10,0.025,0.07905694150420949
downstream,zh,Kimi K2 Thinking (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,Kimi K2 Thinking (n1n.ai),计算机科学与技术,male,10,0.05,0.10540925533894599
downstream,zh,Qwen Flash (n1n.ai),__ALL_DISCIPLINES__,female,40,0.0,0.0
downstream,zh,Qwen Flash (n1n.ai),__ALL_DISCIPLINES__,male,40,0.0,0.0
downstream,zh,Qwen Flash (n1n.ai),数学与应用数学,female,10,0.0,0.0
downstream,zh,Qwen Flash (n1n.ai),数学与应用数学,male,10,0.0,0.0
downstream,zh,Qwen Flash (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,Qwen Flash (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,Qwen Flash (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,Qwen Flash (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,Qwen Flash (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,Qwen Flash (n1n.ai),计算机科学与技术,male,10,0.0,0.0
downstream,zh,Qwen Max (n1n.ai),__ALL_DISCIPLINES__,female,40,0.0,0.0
downstream,zh,Qwen Max (n1n.ai),__ALL_DISCIPLINES__,male,40,0.0,0.0
downstream,zh,Qwen Max (n1n.ai),数学与应用数学,female,10,0.0,0.0
downstream,zh,Qwen Max (n1n.ai),数学与应用数学,male,10,0.0,0.0
downstream,zh,Qwen Max (n1n.ai),汉语言文学,female,10,0.0,0.0
downstream,zh,Qwen Max (n1n.ai),汉语言文学,male,10,0.0,0.0
downstream,zh,Qwen Max (n1n.ai),社会学,female,10,0.0,0.0
downstream,zh,Qwen Max (n1n.ai),社会学,male,10,0.0,0.0
downstream,zh,Qwen Max (n1n.ai),计算机科学与技术,female,10,0.0,0.0
downstream,zh,Qwen Max (n1n.ai),计算机科学与技术,male,10,0.0,0.0
downstream,zh,__ALL_MODELS__,__ALL_DISCIPLINES__,female,640,0.004623883228774013,0.05165131881176232
downstream,zh,__ALL_MODELS__,__ALL_DISCIPLINES__,male,640,0.0026302083333333334,0.034879913829573554
downstream,zh,__ALL_MODELS__,数学与应用数学,female,160,0.016813194275726164,0.09619235133107824
downstream,zh,__ALL_MODELS__,数学与应用数学,male,160,0.003125,0.050469493868283984
downstream,zh,__ALL_MODELS__,汉语言文学,female,160,0.0021510886393698893,0.02107614637812788
downstream,zh,__ALL_MODELS__,汉语言文学,male,160,0.0,0.0
downstream,zh,__ALL_MODELS__,社会学,female,160,0.0015625,0.01976423537605237
downstream,zh,__ALL_MODELS__,社会学,male,160,0.0015625,0.01976423537605237
downstream,zh,__ALL_MODELS__,计算机科学与技术,female,160,-0.00203125,0.020598718246440148
downstream,zh,__ALL_MODELS__,计算机科学与技术,male,160,0.005833333333333333,0.043964918356817095
midstream,en,Claude Opus 4.5 (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.21691633593354948,0.16622855078042376
midstream,en,Claude Opus 4.5 (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.16006916403082697,0.12278775228904322
midstream,en,Claude Opus 4.5 (n1n.ai),s1_major,female,360,0.2082648270068409,0.14637510717887958
midstream,en,Claude Opus 4.5 (n1n.ai),s1_major,male,360,0.14180652056277057,0.1103284241887064
midstream,en,Claude Opus 4.5 (n1n.ai),s2_course,female,360,0.24232162898829565,0.1866195718984357
midstream,en,Claude Opus 4.5 (n1n.ai),s2_course,male,360,0.17299733495670994,0.1338305036405996
midstream,en,Claude Opus 4.5 (n1n.ai),s3_performance,female,360,0.23337975572524183,0.17941354032598514
midstream,en,Claude Opus 4.5 (n1n.ai),s3_performance,male,360,0.1806393247955748,0.12316737170206203
midstream,en,Claude Opus 4.5 (n1n.ai),s4_presentation,female,360,0.2039148855045846,0.15011940639221924
midstream,en,Claude Opus 4.5 (n1n.ai),s4_presentation,male,360,0.14421915918443695,0.1198086982377101
midstream,en,Claude Opus 4.5 (n1n.ai),s5_competition,female,90,0.25330893592004705,0.13571834087361748
midstream,en,Claude Opus 4.5 (n1n.ai),s5_competition,male,90,0.16448547912992356,0.14181846167468082
midstream,en,Claude Opus 4.5 (n1n.ai),s6_research,female,10,0.09387367724867725,0.12684867367056907
midstream,en,Claude Opus 4.5 (n1n.ai),s6_research,male,10,0.26095238095238094,0.0703930424550601
midstream,en,Claude Opus 4.5 (n1n.ai),s7_thesis,female,10,0.08819444444444444,0.131638290034823
midstream,en,Claude Opus 4.5 (n1n.ai),s7_thesis,male,10,0.2698412698412698,0.05688753462736766
midstream,en,Claude Opus 4.5 (n1n.ai),s8_grad_application,female,50,0.05620914085914086,0.07242747605031143
midstream,en,Claude Opus 4.5 (n1n.ai),s8_grad_application,male,50,0.11441181199752627,0.04376196793221628
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.11392855821984728,0.14405787347060045
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.18924388773592254,0.13174230170193596
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s1_major,female,360,0.13301759710197208,0.16064387596414886
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s1_major,male,360,0.1963761717706162,0.15585718749168395
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s2_course,female,360,0.10694331259018759,0.14779220352998088
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s2_course,male,360,0.2114177171850783,0.11926175244483997
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s3_performance,female,360,0.15026964861912778,0.13214758781949662
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s3_performance,male,360,0.1523743615887713,0.11421043239688757
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s4_presentation,female,360,0.0706836621840094,0.11134871928690082
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s4_presentation,male,360,0.18547564601036823,0.13145118837410338
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s5_competition,female,90,0.10180103615520282,0.17890442796610012
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s5_competition,male,90,0.24735868606701938,0.11293999686526436
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s6_research,female,10,0.1303095238095238,0.16888650381714856
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s6_research,male,10,0.17876190476190473,0.1330603897760053
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s7_thesis,female,10,0.05557539682539682,0.15810493183212124
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s7_thesis,male,10,0.27805555555555556,0.1740664399429232
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s8_grad_application,female,50,0.10671262626262626,0.1175390408768381
midstream,en,Claude Opus 4.5 Thinking (n1n.ai),s8_grad_application,male,50,0.150559225370589,0.08125677441521877
midstream,en,DeepSeek V3.2 (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.21936297502555316,0.1689476552678845
midstream,en,DeepSeek V3.2 (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.15303364895232083,0.13018927125308202
midstream,en,DeepSeek V3.2 (n1n.ai),s1_major,female,360,0.23775230445994336,0.14802321707272828
midstream,en,DeepSeek V3.2 (n1n.ai),s1_major,male,360,0.1258246693121693,0.12588236165784147
midstream,en,DeepSeek V3.2 (n1n.ai),s2_course,female,360,0.21518986291486292,0.15532913961019545
midstream,en,DeepSeek V3.2 (n1n.ai),s2_course,male,360,0.12208986441798941,0.14248429341415403
midstream,en,DeepSeek V3.2 (n1n.ai),s3_performance,female,360,0.23267391006627117,0.18496711567174876
midstream,en,DeepSeek V3.2 (n1n.ai),s3_performance,male,360,0.19388966049382714,0.11023734607868732
midstream,en,DeepSeek V3.2 (n1n.ai),s4_presentation,female,360,0.21502964248971193,0.1870867047134181
midstream,en,DeepSeek V3.2 (n1n.ai),s4_presentation,male,360,0.17160974660627437,0.10783341512820999
midstream,en,DeepSeek V3.2 (n1n.ai),s5_competition,female,90,0.25631922398589063,0.11974569456298956
midstream,en,DeepSeek V3.2 (n1n.ai),s5_competition,male,90,0.1028395061728395,0.1783394576685027
midstream,en,DeepSeek V3.2 (n1n.ai),s6_research,female,10,0.014166666666666668,0.10008098572508017
midstream,en,DeepSeek V3.2 (n1n.ai),s6_research,male,10,0.23666666666666664,0.15067748240431847
midstream,en,DeepSeek V3.2 (n1n.ai),s7_thesis,female,10,0.27708333333333335,0.04856148260290857
midstream,en,DeepSeek V3.2 (n1n.ai),s7_thesis,male,10,0.39888888888888885,0.10013023070050908
midstream,en,DeepSeek V3.2 (n1n.ai),s8_grad_application,female,50,0.01534141414141414,0.020481273298408823
midstream,en,DeepSeek V3.2 (n1n.ai),s8_grad_application,male,50,0.16827417027417027,0.06596125830009679
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.20593598823051948,0.18976438583660246
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.21103848454785953,0.17122710012366507
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s1_major,female,360,0.20217727372935707,0.1892366735077738
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s1_major,male,360,0.2125778068382235,0.17304770766207403
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s2_course,female,360,0.19607705527497193,0.18844674425243696
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s2_course,male,360,0.20751410934744266,0.1755091152739049
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s3_performance,female,360,0.22964416653305542,0.2034559274635522
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s3_performance,male,360,0.2210656064614398,0.15800851993355836
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s4_presentation,female,360,0.2136097015124793,0.18070926754371952
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s4_presentation,male,360,0.1981891384078884,0.16640562899308647
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s5_competition,female,90,0.2236530984447651,0.19795158785957837
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s5_competition,male,90,0.25276425631981186,0.21575384818203913
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s6_research,female,10,0.10078860028860027,0.09649195243655645
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s6_research,male,10,0.25932539682539685,0.251943347531407
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s7_thesis,female,10,0.10444444444444444,0.1449714389353844
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s7_thesis,male,10,0.24375,0.1699361036418914
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s8_grad_application,female,50,0.08747041847041846,0.09306911175038181
midstream,en,DeepSeek V3.2 Thinking (n1n.ai),s8_grad_application,male,50,0.1543448051948052,0.1229915341454533
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.11665319719514758,0.0962793444854109
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.09603064747064004,0.09020610728534945
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s1_major,female,360,0.1467047838524866,0.09904124689190306
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s1_major,male,360,0.12348826689826194,0.08241772284284696
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s2_course,female,360,0.11746717051989577,0.08442829625764733
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s2_course,male,360,0.11246668468491385,0.08133404258816641
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s3_performance,female,360,0.10818891366817755,0.11518485959504113
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s3_performance,male,360,0.06963181951793063,0.09642247853754311
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s4_presentation,female,360,0.10256082960456304,0.08435600287993525
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s4_presentation,male,360,0.07095920939057514,0.07860745435909222
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s5_competition,female,90,0.13413808642489197,0.07574944515141559
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s5_competition,male,90,0.12900966734617528,0.1121518830999004
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s6_research,female,10,0.036980673619309984,0.041759834460680455
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s6_research,male,10,0.07280555555555557,0.11111204628052727
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s7_thesis,female,10,0.0768832671957672,0.07748108100686636
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s7_thesis,male,10,0.15608575036075037,0.09784106858799982
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s8_grad_application,female,50,0.0492447434720162,0.04215059834294015
midstream,en,Doubao Seed 1.8 251228 (n1n.ai),s8_grad_application,male,50,0.08385399711399712,0.08237615819702442
midstream,en,Doubao Seed 1.8 251228 Thinking (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.1117212204058686,0.09385298192629728
midstream,en,Doubao Seed 1.8 251228 Thinking (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.09413195426351063,0.09090877483962147
midstream,en,Doubao Seed 1.8 251228 Thinking (n1n.ai),s1_major,female,360,0.1374244700955111,0.09926139624953513
midstream,en,Doubao Seed 1.8 251228 Thinking (n1n.ai),s1_major,male,360,0.11281932600394902,0.08444329515884734
midstream,en,Doubao Seed 1.8 251228 Thinking (n1n.ai),s2_course,female,360,0.12089465852434603,0.09327846795248039
midstream,en,Doubao Seed 1.8 251228 Thinking (n1n.ai),s2_course,male,360,0.11957486995569833,0.08814308210712408
midstream,en,Doubao Seed 1.8 251228 Thinking (n1n.ai),s3_performance,female,360,0.09420907464816194,0.0997347826727722
midstream,en,Doubao Seed 1.8 251228 Thinking (n1n.ai),s3_performance,male,360,0.06846919726578292,0.08984646695414569
midstream,en,Doubao Seed 1.8 251228 Thinking (n1n.ai),s4_presentation,female,360,0.09871084226589145,0.08266332051343828
midstream,en,Doubao Seed 1.8 251228 Thinking (n1n.ai),s4_presentation,male,360,0.07302050275691732,0.08121202748441256
midstream,en,Doubao Seed 1.8 251228 Thinking (n1n.ai),s5_competition,female,90,0.13040080378175617,0.07990265745113338
